file,p_count,p_char_count,img_count,img_char_count,meta_count,meta_char_count,style_count,style_char_count,script_count,script_char_count
1003244_raw_html.txt,18,1545,9,1391,31,2620,5,1751,23,8102
1009058_raw_html.txt,56,6119,7,809,31,3080,0,0,18,10782
1009640_raw_html.txt,19,5994,10,1282,21,1952,2,321,69,27265
1012682_raw_html.txt,15,7234,6,505,11,920,0,0,17,4692
101420_raw_html.txt,22,5213,47,11260,13,1485,6,12775,51,12733
1016456_raw_html.txt,8,2355,14,1632,8,758,2,2689,15,2637
1022012_raw_html.txt,0,0,14,8994,56,2896,4,2718,6,98890
102752_raw_html.txt,0,0,0,0,3,391,0,0,0,0
1028444_raw_html.txt,18,1086,27,5240,30,2442,0,0,44,26904
1031516_raw_html.txt,8,1603,15,1843,22,1756,0,0,16,4334
1032134_raw_html.txt,48,11056,51,8722,32,2640,4,983,76,18041
1033778_raw_html.txt,2,451,5,799,37,3168,0,0,21,55442
1034564_raw_html.txt,21,4877,16,2794,21,2346,3,692,5,2551
1035698_raw_html.txt,20,905,19,1601,12,897,1,4241,18,12601
104024_raw_html.txt,12,1493,30,7254,20,1623,2,804,22,4390
1042754_raw_html.txt,29,4541,23,2223,15,1403,1,45,56,19840
1044506_raw_html.txt,164,19677,81,8243,17,1580,0,0,36,9098
10448_raw_html.txt,2,92,21,2786,2,110,3,21974,28,15741
104762_raw_html.txt,47,6676,28,5397,15,1048,2,1062,22,5481
1047812_raw_html.txt,11,2713,10,1259,28,2491,1,319,36,16396
1051004_raw_html.txt,18,3361,29,10515,28,2862,1,9926,25,8541
1054610_raw_html.txt,38,16284,23,4000,28,2297,4,1856,36,22199
1058318_raw_html.txt,29,5220,66,7193,8,880,2,843,23,7022
1058504_raw_html.txt,1,47,0,0,0,0,0,0,0,0
1060964_raw_html.txt,29,4736,10,1539,25,2500,4,1236,26,6200
106262_raw_html.txt,30,6348,28,4871,36,2853,0,0,16,14034
1063220_raw_html.txt,20,4012,17,3363,20,1929,4,4374,28,9483
1063298_raw_html.txt,36,18659,12,1688,24,1999,1,1649,24,9357
1065734_raw_html.txt,17,2873,20,2983,11,1333,0,0,3,15560
1069508_raw_html.txt,47,8771,41,9087,15,1552,3,771,40,18452
1071668_raw_html.txt,67,10154,47,5759,36,2334,1,188,33,26118
1072940_raw_html.txt,48,13355,6,1050,17,2105,8,4696,34,10552
1075742_raw_html.txt,10,100,4,698,144,11682,1,918,24,63170
1076570_raw_html.txt,23,5355,39,6818,15,1893,1,123,71,19805
1079336_raw_html.txt,12,5620,12,1254,3,506,1,67,7,2635
1079924_raw_html.txt,14,1207,17,3238,19,3727,4,6662,43,13102
1080236_raw_html.txt,65,20847,27,4050,11,985,1,99824,21,5556
10808_raw_html.txt,27,2721,1,114,33,2656,0,0,34,7991
1082348_raw_html.txt,15,5792,4,409,5,312,0,0,15,4829
10832_raw_html.txt,6,1300,6,976,19,1650,1,319,22,9602
108380_raw_html.txt,12,2283,28,3612,4,271,0,0,21,15060
1084052_raw_html.txt,7,2095,10,1166,36,2491,0,0,25,12772
1085258_raw_html.txt,72,7452,40,18914,38,3404,0,0,21,55443
1087586_raw_html.txt,15,4348,32,2950,29,2609,3,312,38,10224
108860_raw_html.txt,14,3096,17,2870,11,876,8,152555,29,5886
1089512_raw_html.txt,0,0,24,2076,4,292,1,658,19,3099
1090718_raw_html.txt,5,370,19,2099,30,2750,0,0,20,17811
1092638_raw_html.txt,0,0,7,299,5,450,0,0,17,1815
1096748_raw_html.txt,4,870,34,4502,44,3140,0,0,27,60319
1096964_raw_html.txt,11,2310,70,14587,31,3345,6,4752,53,12516
1098038_raw_html.txt,50,3601,23,5700,12,1136,5,2664,38,11996
1103930_raw_html.txt,112,23090,191,36028,33,2794,5,6568,16,8123
110564_raw_html.txt,7,1020,7,956,4,378,1,101,20,20641
1108706_raw_html.txt,62,8586,32,4433,8,876,1,110,10,2422
1109984_raw_html.txt,10,212,0,0,24,2237,0,0,0,0
1110266_raw_html.txt,6,306,2,367,26,2114,1,319,10,2866
1114028_raw_html.txt,17,2039,1,171,68,5664,1,918,15,16975
1116146_raw_html.txt,11,1549,17,3101,19,1548,2,231,20,18494
1117460_raw_html.txt,21,3620,8,1230,19,1447,0,0,18,8199
1117514_raw_html.txt,0,0,1,132,22,1959,0,0,18,17338
1120106_raw_html.txt,17,3389,7,908,9,706,2,535,27,12425
1120796_raw_html.txt,15,1210,10,895,11,958,1,832,27,15853
1123688_raw_html.txt,2,54,0,0,4,342,1,204,8,7273
1124060_raw_html.txt,2,534,13,2898,45,2802,7,1335,50,31081
1125254_raw_html.txt,90,14952,22,3567,25,2218,5,2276,32,12091
1125320_raw_html.txt,117,18883,34,5866,29,2478,1,4396,11,2745
112934_raw_html.txt,2,85,13,2145,22,1851,0,0,26,55752
1130090_raw_html.txt,0,0,0,0,29,3628,0,0,6,58405
1130180_raw_html.txt,40,15632,36,3149,2,191,0,0,17,4385
1131176_raw_html.txt,27,5618,13,1769,24,1979,2,584,18,4850
1132016_raw_html.txt,15,1904,29,7686,23,1214,2,1359,9,17576
1142354_raw_html.txt,10,1022,25,6186,22,2422,1,331,26,25512
114284_raw_html.txt,0,0,0,0,4,671,1,52531,2,3769
1145348_raw_html.txt,54,6797,61,6474,17,1766,0,0,18,6678
1148642_raw_html.txt,9,4293,4,517,21,1815,0,0,26,7357
1148882_raw_html.txt,9,375,2,223,5,253,2,31085,21,10865
1149272_raw_html.txt,7,1238,33,5233,28,2931,0,0,57,18295
115058_raw_html.txt,42,4873,11,1906,17,1482,0,0,28,8822
1151930_raw_html.txt,32,12590,26,4916,11,885,2,1249,24,5597
1152590_raw_html.txt,46,3440,54,6351,13,985,0,0,36,21130
1156010_raw_html.txt,17,3405,12,1531,25,1902,1,319,26,8532
1157132_raw_html.txt,12,2966,23,4328,30,2916,6,1955,60,51168
116066_raw_html.txt,3,268,17,5166,28,2344,1,319,39,9708
1161104_raw_html.txt,0,0,1,165,15,1587,1,48,5,6395
1161350_raw_html.txt,34,5332,18,2845,29,2580,0,0,16,8993
1161518_raw_html.txt,211,15682,98,21006,26,2284,7,10618,22,18205
1161890_raw_html.txt,10,100,5,992,144,11416,1,918,23,54358
1162790_raw_html.txt,15,3210,12,3686,16,1294,0,0,27,25990
1163072_raw_html.txt,18,2750,77,15675,35,3143,6,4756,54,12218
1163858_raw_html.txt,0,0,0,0,28,2199,9,192393,1,1335
1164416_raw_html.txt,2,46,44,5833,13,873,1,106,36,6499
1164746_raw_html.txt,15,1757,19,2583,4,374,0,0,11,7339
116498_raw_html.txt,96,22185,23,5210,49,5600,0,0,26,58853
1167290_raw_html.txt,15,3218,1,206,10,852,0,0,14,2087
1167560_raw_html.txt,10,1168,33,4450,7,376,0,0,17,43127
1171928_raw_html.txt,12,3375,22,5183,12,1581,0,0,12,18608
1179620_raw_html.txt,24,3715,6,1031,17,1266,4,1568,13,4367
1180916_raw_html.txt,45,4313,47,13250,28,2189,6,39468,29,13125
1186730_raw_html.txt,23,3426,10,2064,2,113,0,0,5,1020
1188890_raw_html.txt,54,4730,31,9292,19,1797,5,6192,13,28553
1190186_raw_html.txt,17,2182,78,15646,20,3748,3,2993,24,7888
1191194_raw_html.txt,4,278,3,371,4,355,0,0,7,1810
11924_raw_html.txt,7,1121,50,6647,43,3688,0,0,27,62782
1192772_raw_html.txt,0,0,0,0,1,54,1,1115,2,715
1194236_raw_html.txt,2,205,36,5857,6,751,1,72,40,17426
1197590_raw_html.txt,43,8994,82,8810,20,1519,1,124,34,18441
1200566_raw_html.txt,19,5184,37,6940,15,1805,1,123,72,19807
1200632_raw_html.txt,12,1973,2,222,9,810,2,815,23,6805
12026_raw_html.txt,18,2012,23,3967,13,1049,2,1131,23,6986
1204016_raw_html.txt,0,0,176,31657,34,3669,7,2243,41,23528
1206104_raw_html.txt,6,942,116,25716,22,2009,0,0,9,3108
1208594_raw_html.txt,171,36292,62,9925,41,4832,6,1481,59,34959
1211702_raw_html.txt,14,701,13,2735,18,1842,3,750,33,10799
1212122_raw_html.txt,13,706,19,2298,2,94,7,4619,48,12576
1215206_raw_html.txt,35,2972,133,14144,19,1761,3,3495,60,10957
1216250_raw_html.txt,6,1192,8,673,21,1648,2,532,22,16709
1218506_raw_html.txt,7,278,18,2088,19,1420,0,0,24,9935
1221344_raw_html.txt,0,0,59,5201,23,1857,0,0,33,14401
1221560_raw_html.txt,11,1489,31,5430,32,2773,1,319,31,9995
1223786_raw_html.txt,11,572,6,733,10,954,1,2569,16,6260
122888_raw_html.txt,27,6574,10,1541,26,2772,4,1236,27,6256
1229630_raw_html.txt,37,5450,11,2003,16,1463,6,2242,43,11314
123242_raw_html.txt,13,3929,16,1512,3,551,1,32,10,1839
1236572_raw_html.txt,12,1337,8,891,22,2069,0,0,14,18008
1237184_raw_html.txt,34,10837,10,1301,19,1777,0,0,14,34049
1244072_raw_html.txt,0,0,6,805,7,452,0,0,22,8955
1245362_raw_html.txt,57,2435,44,4314,29,1925,2,5406,54,24439
124688_raw_html.txt,14,4672,46,8944,13,1248,1,149,41,9603
124760_raw_html.txt,0,0,3,184,105,7408,2,20702,18,46278
1247822_raw_html.txt,18,5442,6,1012,29,2272,0,0,6,32038
124934_raw_html.txt,2,84,5,647,22,1588,0,0,11,7463
1250816_raw_html.txt,1,10,4,1069,31,2210,0,0,2,178738
1251086_raw_html.txt,44,7468,25,2295,14,1880,1,187,23,5538
1251662_raw_html.txt,67,10533,21,3338,14,990,0,0,53,47608
1255118_raw_html.txt,33,8532,1,170,21,1968,0,0,8,3301
1255334_raw_html.txt,18,1098,26,6228,30,2442,0,0,44,26817
1263836_raw_html.txt,2,239,1,28,3,361,1,1076,0,0
1265576_raw_html.txt,21,1705,21,3102,7,587,4,2042,34,9052
1267970_raw_html.txt,3,1388,8,1119,19,2832,1,319,29,9537
1268378_raw_html.txt,14,1893,25,4617,4,370,2,607,67,23076
1270538_raw_html.txt,26,7321,25,3154,37,2989,0,0,32,8848
1271858_raw_html.txt,91,5935,99,18598,46,4300,9,5474,41,14108
1273418_raw_html.txt,41,11307,5,1409,35,3126,6,1347,30,13296
1275638_raw_html.txt,42,7751,22,2996,36,3445,1,319,37,10938
1276436_raw_html.txt,16,1080,8,1091,20,1428,0,0,33,7400
1276742_raw_html.txt,53,16881,85,7887,18,1635,1,12333,9,6031
1277678_raw_html.txt,4,1040,16,2399,26,2515,2,285,26,8014
1277948_raw_html.txt,10,1738,12,2515,29,2002,3,1394,47,9697
1279964_raw_html.txt,17,1599,11,1705,27,2360,4,1236,27,6245
1284458_raw_html.txt,0,0,1,131,9,705,0,0,7,846
128492_raw_html.txt,6,788,36,5114,17,1417,0,0,47,13892
1285508_raw_html.txt,21,2066,4,312,15,2524,0,0,22,9498
1286678_raw_html.txt,0,0,0,0,11,1746,0,0,20,81224
12884_raw_html.txt,117,2862,16,2177,6,364,1,252,17,7974
1291514_raw_html.txt,19,2034,11,2497,14,1330,4,3687,16,4464
1292534_raw_html.txt,1,38,47,4987,8,594,3,27897,23,8016
1295492_raw_html.txt,0,0,0,0,2,93,1,9665,1,92
129584_raw_html.txt,1,7,140,29178,16,1700,0,0,4,3062
1297712_raw_html.txt,52,24488,123,26111,28,5109,4,13272,26,21659
1298954_raw_html.txt,18,4154,22,2328,17,1761,3,4952,22,8554
1302830_raw_html.txt,13,4485,65,14881,12,1024,1,149,41,9613
1303016_raw_html.txt,0,0,14,1638,17,1511,6,9655,50,17290
1304414_raw_html.txt,8,1283,9,1583,9,614,0,0,16,3250
130442_raw_html.txt,8,80,5,976,146,11498,1,918,24,67586
1307132_raw_html.txt,2,353,0,0,14,1061,1,137,20,14166
1312952_raw_html.txt,8,345,2,234,12,988,0,0,25,12996
131414_raw_html.txt,10,100,5,988,144,11736,1,918,24,63962
1315094_raw_html.txt,0,0,0,0,0,0,0,0,0,0
131594_raw_html.txt,3,639,6,1080,38,2991,0,0,21,56907
1316222_raw_html.txt,4,343,4,803,26,2457,0,0,33,9073
1316792_raw_html.txt,0,0,2,195,10,874,0,0,18,24290
1319042_raw_html.txt,0,0,5,327,104,7219,2,20702,18,45854
1321028_raw_html.txt,0,0,0,0,1,23,0,0,2,439
132116_raw_html.txt,0,0,0,0,1,68,1,3234,0,0
1321460_raw_html.txt,36,4774,16,2574,12,979,1,44,16,6282
1322450_raw_html.txt,23,4736,28,7440,38,3586,1,43,17,5359
1326980_raw_html.txt,10,4092,34,5450,13,1489,1,149,41,9739
1329122_raw_html.txt,18,4976,20,4973,15,1407,1,10907,45,23903
1330064_raw_html.txt,26,4344,17,1753,11,2065,4,743,13,3021
1335764_raw_html.txt,3,389,3,1168,109,6595,2,7853,20,11653
1336622_raw_html.txt,23,3368,18,3061,35,2701,1,319,26,8774
1337198_raw_html.txt,48,1185,37,6484,14,836,0,0,20,18406
133844_raw_html.txt,68,8447,76,17128,43,3748,4,11373,31,8448
1339940_raw_html.txt,0,0,208,34534,3,238,1,68,3,635
1340258_raw_html.txt,40,6886,14,2299,17,1631,0,0,30,9135
1343006_raw_html.txt,0,0,14,1056,2,120,0,0,11,6597
1343636_raw_html.txt,29,2251,36,6576,12,1022,0,0,10,4205
1346018_raw_html.txt,2,611,26,11964,39,2978,2,1467,37,17092
13538_raw_html.txt,119,14528,3,201,15,1525,3,4265,18,10059
1359692_raw_html.txt,38,6053,67,7274,8,791,2,843,23,7018
1360256_raw_html.txt,19,2933,33,5774,16,1571,0,0,29,10217
1362692_raw_html.txt,11,3127,6,1218,15,1333,2,573,13,3966
136526_raw_html.txt,18,5436,7,836,5,312,0,0,15,4880
1370750_raw_html.txt,48,3095,56,6390,21,1292,1,5015,26,5939
137132_raw_html.txt,16,3126,19,3296,23,1978,2,231,20,18278
1373210_raw_html.txt,22,6266,8,801,11,1079,8,2680,34,17362
137612_raw_html.txt,19,1643,25,4381,15,1305,2,607,68,18930
1381226_raw_html.txt,11,3894,4,871,36,2766,3,365,15,4303
1381634_raw_html.txt,45,4676,4,317,15,2565,0,0,23,9474
1382048_raw_html.txt,39,7690,14,2285,19,1570,1,69,33,10660
1382732_raw_html.txt,24,2560,8,1119,4,196,2,462,22,7304
1386230_raw_html.txt,26,1806,110,12578,5,1780,3,12980,46,23665
1388552_raw_html.txt,145,10028,10,3026,32,2175,3,4035,19,11120
1388636_raw_html.txt,23,1968,43,8166,12,1099,0,0,10,4212
1392674_raw_html.txt,20,4392,26,9528,30,3958,0,0,50,35123
1394990_raw_html.txt,34,2543,49,8548,56,4354,6,15882,39,31455
1396004_raw_html.txt,112,19905,79,13471,13,1350,5,53975,23,77158
1398224_raw_html.txt,72,5880,9,1354,16,1842,7,5031,35,9673
1399742_raw_html.txt,18,865,17,2900,12,818,3,718,26,9204
140018_raw_html.txt,0,0,8,1263,12,1386,0,0,19,28085
1402934_raw_html.txt,26,9333,27,4520,17,1494,1,130575,11,3095
1403126_raw_html.txt,10,2338,10,2062,13,1236,4,890,51,26760
1405538_raw_html.txt,477,24096,242,42417,7,516,1,62,3,1185
1407458_raw_html.txt,18,6131,24,3833,21,1700,1,271,47,20111
1407950_raw_html.txt,8,5092,13,1458,13,1313,0,0,23,5805
1408358_raw_html.txt,75,6232,27,6614,27,2035,3,1119,26,22185
1411598_raw_html.txt,6,2048,47,10492,24,2228,1,101,48,18561
1412024_raw_html.txt,3,341,8,815,13,1106,2,607,31,10179
1415900_raw_html.txt,69,19229,33,3722,16,1220,1,926,18,3250
1419776_raw_html.txt,6,3058,18,1631,11,1054,0,0,63,16154
1419842_raw_html.txt,7,977,21,3505,18,1533,6,7821,67,19886
1419920_raw_html.txt,8,1502,17,3013,24,2197,9,5778,41,11856
1420844_raw_html.txt,6,1273,17,1926,13,873,0,0,30,16103
1421822_raw_html.txt,19,1132,30,5162,30,2301,0,0,43,26994
1425974_raw_html.txt,27,4366,14,2359,17,1759,0,0,30,8962
1430084_raw_html.txt,0,0,0,0,20,1365,0,0,6,9551
1430258_raw_html.txt,12,2031,7,679,6,580,0,0,14,5527
1431980_raw_html.txt,4,40,2,262,156,12840,1,918,24,77260
1433276_raw_html.txt,3,338,3,510,18,1376,0,0,28,8078
1438760_raw_html.txt,20,3341,12,2563,24,1967,2,992,24,10117
1439048_raw_html.txt,13,2415,18,3093,23,2142,2,231,19,18148
1439834_raw_html.txt,34,5829,16,2549,6,644,3,857,49,11289
1441502_raw_html.txt,43,6809,15,2353,17,1472,0,0,29,8726
144212_raw_html.txt,6,1348,83,17959,26,2785,0,0,48,34795
1446572_raw_html.txt,53,8413,14,1994,26,2108,5,136567,15,5982
1450928_raw_html.txt,3,299,7,1376,43,3340,10,60293,75,22310
1451408_raw_html.txt,30,10477,2,222,9,810,3,1219,19,5972
1456574_raw_html.txt,14,2442,24,3417,4,405,0,0,30,6198
1457882_raw_html.txt,37,4970,54,9916,32,3067,6,3716,37,10559
1458458_raw_html.txt,20,4408,15,1246,16,2093,1,2479,27,7041
145946_raw_html.txt,21,4991,30,4199,22,1714,4,1229,42,15120
1460288_raw_html.txt,23,4459,10,1863,17,1415,5,6589,18,6447
1464224_raw_html.txt,34,1401,38,7181,14,870,0,0,24,118568
146534_raw_html.txt,0,0,24,14152,14,1052,0,0,15,18742
1466324_raw_html.txt,20,3098,64,11517,22,2651,0,0,47,17166
1466864_raw_html.txt,0,0,6,697,8,636,2,18933,16,14599
1469048_raw_html.txt,52,9213,45,14648,25,9693,0,0,13,18896
1470458_raw_html.txt,33,5617,9,1702,6,500,4,1231,27,6341
1471016_raw_html.txt,14,7899,7,1183,18,2529,0,0,3,2849
1472348_raw_html.txt,86,13937,45,10889,44,3826,0,0,13,4053
1477862_raw_html.txt,0,0,3,195,104,7487,2,20702,18,46043
1479224_raw_html.txt,6,1261,27,3041,4,351,1,40,25,68802
1483460_raw_html.txt,0,0,6,510,1,46,1,3163,5,3737
1483508_raw_html.txt,21,307,17,2101,15,1007,1,4632,14,3252
1484144_raw_html.txt,9,1115,34,5570,20,2342,6,6938,58,15884
1485500_raw_html.txt,44,7840,15,2436,68,4604,3,274,61,33765
1487714_raw_html.txt,5,681,31,3300,17,1226,2,537,10,2365
1487828_raw_html.txt,8,394,0,0,3,174,0,0,3,1076
1489802_raw_html.txt,21,5997,2,333,4,451,0,0,28,4625
1500782_raw_html.txt,104,13221,5,989,14,1554,4,4249,11,3345
1502156_raw_html.txt,12,390,13,1769,1,68,0,0,10,3079
1506098_raw_html.txt,4,40,2,262,140,11698,1,918,24,80332
1508324_raw_html.txt,0,0,3,195,104,7477,2,20702,18,46072
1508348_raw_html.txt,3,241,1,135,2,109,1,16963,7,2689
1508822_raw_html.txt,4,912,21,2529,3,172,4,2731,25,12778
1509836_raw_html.txt,7,889,2,206,17,1593,1,229,16,5053
1512614_raw_html.txt,11,2460,13,1902,32,2909,2,124,34,11988
1513844_raw_html.txt,0,0,20,1624,14,1117,1,124,6,1623
1515842_raw_html.txt,17,2136,41,8895,19,1436,6,1201,25,14323
1516100_raw_html.txt,69,6728,15,2526,31,2792,3,556,20,4270
1517846_raw_html.txt,8,74,16,67040,44,2401,4,2718,8,31274
1519088_raw_html.txt,7,697,25,4006,52,4413,0,0,29,49257
1521998_raw_html.txt,30,2940,14,1964,7,560,1,3393,16,34698
1526492_raw_html.txt,12,2103,5,694,4,389,0,0,25,6777
1531856_raw_html.txt,101,11760,52,11557,29,2336,3,947,30,9693
1534484_raw_html.txt,3,23,5,1674,32,2033,1,57,22,19792
15350_raw_html.txt,1,38,43,4569,8,593,3,27897,21,6289
153620_raw_html.txt,24,4777,9,1525,21,1716,1,319,55,16600
1538198_raw_html.txt,7,929,85,11432,7,500,0,0,18,3637
1542014_raw_html.txt,27,3748,37,10058,43,5027,2,596,21,13589
1542230_raw_html.txt,39,5674,15,2299,22,1585,5,2276,31,10512
1543334_raw_html.txt,10,2964,6,1145,14,1311,2,526,23,4771
154418_raw_html.txt,1,31,3,278,3,217,0,0,15,1875
1547702_raw_html.txt,0,0,0,0,16,1700,5,191184,4,2057
1550828_raw_html.txt,9,1572,5,727,16,1387,1,319,13,3787
1551188_raw_html.txt,51,18609,28,4856,11,1062,6,1338,35,14579
1556486_raw_html.txt,0,0,65,11763,22,2591,0,0,47,28198
155846_raw_html.txt,9,3777,4,639,23,1768,0,0,39,11491
1558850_raw_html.txt,2,582,3,601,10,1174,2,285,7,4951
1559216_raw_html.txt,92,15064,83,14372,6,396,28,3772,42,8829
1561652_raw_html.txt,3,1857,143,25562,28,2983,0,0,56,20469
1563800_raw_html.txt,23,3121,19,3259,26,2177,4,629,31,10556
1564502_raw_html.txt,36,10017,10,2255,20,2154,6,1218,15,5450
1565420_raw_html.txt,16,1998,1,201,11,937,4,1160,43,9093
156602_raw_html.txt,8,1297,16,2234,16,1511,2,441,16,7800
1568006_raw_html.txt,14,3486,21,3464,18,1444,6,7821,67,19887
1570022_raw_html.txt,26,10998,14,2310,26,2450,3,5178,22,5938
1571666_raw_html.txt,2,507,5,788,42,3534,0,0,20,57065
1573208_raw_html.txt,494,46060,103,16533,11,1436,1,319,8,2806
1574198_raw_html.txt,58,6962,39,3799,37,2713,2,2298,30,5532
1574756_raw_html.txt,14,3374,9,1486,19,1397,0,0,18,8254
1575494_raw_html.txt,5,215,2,240,13,1125,1,442,8,961
1577990_raw_html.txt,1,49,27,4129,17,1386,2,208,23,17940
1580576_raw_html.txt,0,0,0,0,19,1657,0,0,5,20725
1581332_raw_html.txt,30,4606,69,13690,22,2520,0,0,53,18064
15818_raw_html.txt,4,1359,16,2510,19,1477,1,319,15,7829
1582256_raw_html.txt,19,2500,40,7674,18,1551,5,6354,29,7969
1582622_raw_html.txt,19,4088,68,11387,10,962,12,50517,30,38148
1587110_raw_html.txt,27,3805,58,5870,5,434,3,1843,18,37837
1587116_raw_html.txt,15,1265,28,2996,4,314,1,715,27,6794
1588448_raw_html.txt,70,3032,42,7449,19,1735,0,0,13,8652
158918_raw_html.txt,20,4421,42,8187,14,1171,1,10942,24,27036
1589936_raw_html.txt,4,206,8,324,5,374,0,0,8,853
1590122_raw_html.txt,49,6304,21,3026,20,1510,0,0,15,17829
159134_raw_html.txt,0,0,0,0,2,134,0,0,1,4501
1593368_raw_html.txt,1,2,28,1282,7,506,0,0,16,5745
1598180_raw_html.txt,1,14,6,552,16,2256,0,0,3,134660
1598618_raw_html.txt,26,4646,13,2260,7,771,2,2504,8,1768
1600394_raw_html.txt,29,5764,24,4003,27,1818,5,9475,82,28634
160142_raw_html.txt,27,3526,4,516,12,1098,1,653,20,13742
1602830_raw_html.txt,13,2718,21,3031,23,2348,4,1462,38,11523
1604_raw_html.txt,41,4259,0,0,16,995,1,67,26,31709
1608014_raw_html.txt,26,2773,18,3131,4,292,0,0,28,16059
1608200_raw_html.txt,20,2033,16,1226,3,268,0,0,36,3540
161390_raw_html.txt,71,10305,54,14596,79,5679,11,58971,21,7130
161444_raw_html.txt,10,1509,10,724,3,279,3,558,10,2834
1615100_raw_html.txt,3,241,1,135,2,109,1,16963,7,2684
1616948_raw_html.txt,14,3766,13,2079,35,2973,0,0,19,68642
1617908_raw_html.txt,17,2729,3,607,8,581,3,4069,12,5951
1621574_raw_html.txt,25,9597,1,142,10,822,0,0,18,5628
1624088_raw_html.txt,0,0,26,2191,12,1254,0,0,11,4753
1624154_raw_html.txt,7,410,11,1387,26,2514,0,0,34,27895
1624340_raw_html.txt,3,122,47,6697,12,1096,9,33882,57,28029
1627118_raw_html.txt,0,0,0,0,5,443,0,0,5,445
1628804_raw_html.txt,40,8266,20,4387,17,1765,5,8605,41,14248
163058_raw_html.txt,18,1857,66,12400,22,2639,0,0,48,18281
1630994_raw_html.txt,11,3302,22,4080,29,2326,5,4557,52,15264
1631864_raw_html.txt,18,2539,19,2913,30,2567,2,2094,31,9770
1632746_raw_html.txt,24,7507,11,1554,19,1850,2,371,16,4048
1634390_raw_html.txt,26,928,35,3705,43,3567,1,93,45,26597
1638224_raw_html.txt,3,1086,7,1385,38,3035,0,0,20,55483
1642406_raw_html.txt,16,3357,15,2533,34,2953,3,443,35,9776
164354_raw_html.txt,6,3447,44,7947,41,4258,1,200,73,12637
1649630_raw_html.txt,1,34500,0,0,4,373,0,0,0,0
1654658_raw_html.txt,70,6275,52,6189,7,972,0,0,10,6230
1656800_raw_html.txt,34,5517,17,2708,17,1540,0,0,31,9493
1656806_raw_html.txt,1,30,27,2703,10,847,0,0,22,8282
165776_raw_html.txt,4,235,37,6712,7,458,0,0,20,35636
1660712_raw_html.txt,12,3282,7,614,1,68,0,0,16,11563
1660748_raw_html.txt,1,171,2,230,1,23,1,1063,1,197
1664126_raw_html.txt,20,4640,9,804,1,68,1,4610,16,16687
1665248_raw_html.txt,0,0,0,0,107,7519,2,23448,18,48177
1668506_raw_html.txt,48,4165,39,5364,118,10181,4,1495,27,12087
1669832_raw_html.txt,4,40,4,504,176,13660,1,918,24,79202
167318_raw_html.txt,1,66024,0,0,7,583,0,0,1,68
1674662_raw_html.txt,1,154,15,2083,7,472,1,176,15,4041
1676612_raw_html.txt,14,4221,5,1069,16,1288,1,319,24,5337
1677998_raw_html.txt,19,4641,9,1165,8,724,0,0,10